question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id,retrieval_evaluated,hit_any_at_5,matched_at_5,retrieved_sources_json,retrieval_filter_keep,retrieval_filter_reason
Q031,CÚM A,definition,easy,Lưu lượng oxy cần thiết khi sử dụng mặt nạ có túi?,Lưu lượng oxy cần thiết khi sử dụng mặt nạ có túi là 12-18 lít/phút.,answer_from_context,cúm A_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_easy,cúm A.pdf,cúm A_text_0009,1,1.0,cúm a_text_0009,"[{""rank"": 1, ""chunk_id"": ""cúm A_text_0009"", ""disease"": ""CÚM A"", ""section_title"": ""ĐIỀU TRỊ SUY HÔ HẤP"", ""source_file"": ""cúm A.pdf"", ""page_start"": 3, ""page_end"": 3, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0128"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""DỰ PHÒNG BẰNG THUỐC"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 53, ""page_end"": 53, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0258"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 94, ""page_end"": 94, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0111"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ CỤ THỂ A. BỒI PHỤ NƯỚC ĐIỆN GIẢI"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 46, ""page_end"": 46, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh sởi_text_0030"", ""disease"": ""BỆNH SỞI"", ""section_title"": ""ĐIỀU TRỊ BỆNH SỞI CÓ BIẾN CHỨNG"", ""source_file"": ""bệnh sởi.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}]",1,retrieval_hit
Q040,BỆNH DO VIRUS EBOLA,prevention,easy,Vi rút Ebola được phòng ngừa như thế nào tại các cơ sở y tế?,Tại các cơ sở y tế phải thực hiện các phương pháp phòng ngừa chuẩn và phòng ngừa theo đường lây.,answer_from_context,bệnh do virus ebola_text_0012,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0012,1,1.0,bệnh do virus ebola_text_0012,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0110"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 36, ""page_end"": 36, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh do virus ebola_text_0012"", ""disease"": ""BỆNH DO VIRUS EBOLA"", ""section_title"": ""TRIỆU CHỨNG XỬ TRÍ"", ""source_file"": ""bệnh do virus ebola.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0224"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 82, ""page_end"": 82, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0017"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""viêm gan virus b_text_0020"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}]",1,retrieval_hit
Q041,BỆNH DO VIRUS EBOLA,prevention,easy,Khi vận chuyển người bệnh Ebola cần làm gì để phòng ngừa lây truyền?,Trong trường hợp cần vận chuyển phải sử dụng trang bị phòng hộ cá nhân và xe chuyên dụng.,answer_from_context,bệnh do virus ebola_text_0012,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0012,1,1.0,bệnh do virus ebola_text_0012,"[{""rank"": 1, ""chunk_id"": ""bệnh do virus ebola_text_0012"", ""disease"": ""BỆNH DO VIRUS EBOLA"", ""section_title"": ""TRIỆU CHỨNG XỬ TRÍ"", ""source_file"": ""bệnh do virus ebola.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0017"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0205"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 76, ""page_end"": 76, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""viêm gan virus e_text_0010"", ""disease"": ""VIÊM GAN VIRUS E"", ""section_title"": ""PHÒNG BỆNH KHÔNG ĐẶC HIỆU"", ""source_file"": ""viêm gan virus e.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh viêm gan virus c_text_0049"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""DỰ PHÒNG NHIỄM HCV"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 21, ""page_end"": 21, ""content_type"": ""text""}]",1,retrieval_hit
Q044,TRUYEN NHIEM 1,definition,easy,Virus cúm A có đặc điểm gì về cấu trúc?,"Virus gây bệnh cúm là Myxovirus influenzae, thuộc họ Orthomyxoviridae, có chứa ARN, sợi đơn, xoắn đối xứng, vỏ ngoài để lộ ra hai kháng nguyên glycoprotein là neuraminidase (NA) và hemagglutinine (HA1-HA2).",answer_from_context,Truyen-nhiem-1_text_0117,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0117,1,1.0,truyen-nhiem-1_text_0117,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0119"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0117"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0021"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ THUỐC KHÁNG VIRUS ACYCLOVIR"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh viêm gan virus c_text_0012"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 9, ""page_end"": 9, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""cúm A_text_0006"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}]",1,retrieval_hit
Q047,BỆNH RUBELLA,prevention,easy,Trẻ em bị nhiễm rubella cần tránh dùng chung những vật dụng nào với người khác?,"Trẻ em bị nhiễm rubella cần hạn chế sử dụng chung khăn mặt, bàn chải, kính, cốc, chén, bát đũa ... và đồ chơi hoặc đồ vật dễ bị ô nhiễm chất tiết mũi họng.",answer_from_context,bệnh rubella_text_0016,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh rubella.pdf,bệnh rubella_text_0016,1,1.0,bệnh rubella_text_0016,"[{""rank"": 1, ""chunk_id"": ""viêm gan virus e_text_0010"", ""disease"": ""VIÊM GAN VIRUS E"", ""section_title"": ""PHÒNG BỆNH KHÔNG ĐẶC HIỆU"", ""source_file"": ""viêm gan virus e.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0017"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh rubella_text_0016"", ""disease"": ""BỆNH RUBELLA"", ""section_title"": ""PHÒNG BỆNH ĐẶC HIỆU"", ""source_file"": ""bệnh rubella.pdf"", ""page_start"": 6, ""page_end"": 6, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh tay chân miệng_text_0052"", ""disease"": ""BỆNH TAY CHÂN MIỆNG"", ""section_title"": ""PHÒNG BỆNH Ở CỘNG ĐỒNG"", ""source_file"": ""bệnh tay chân miệng.pdf"", ""page_start"": 21, ""page_end"": 21, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""sốt xuất huyết dengue_text_0275"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 101, ""page_end"": 101, ""content_type"": ""text""}]",1,retrieval_hit
Q058,TRUYEN NHIEM 1,cause,easy,Nguyên nhân gây nhiễm trùng da và mô mềm thường gặp là gì?,"Các vi khuẩn như Staphylococcus aureus, Pseudomonas aeruginosa, các chủng Enterococcus, Escherichia coli, các chủng Enterobacter, các chủng Klebsiella, Beta-hemolytic Streptococcus, Proteus mirabilis và Staphylococcus không sinh Coagulase.",answer_from_context,Truyen-nhiem-1_text_0164,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0164,1,1.0,truyen-nhiem-1_text_0164,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0168"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN XÁC ĐỊNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 66, ""page_end"": 66, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0166"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN XÁC ĐỊNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 66, ""page_end"": 66, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0043"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0021"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ THUỐC KHÁNG VIRUS ACYCLOVIR"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0164"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 65, ""page_end"": 65, ""content_type"": ""text""}]",1,retrieval_hit
Q064,CÚM A,symptom,easy,Viêm phổi do vi rút cúm A (H5N6) có thể gây ra các triệu chứng gì?,"Viêm phổi do vi rút khác, coronavirus, ... và viêm phổi do vi khuẩn cũng có thể gây tổn thương phổi trong bệnh lý toàn thân.",answer_from_context,cúm A_text_0006,,need_review,passed,passed,llm_from_chunk,in_scope_easy,cúm A.pdf,cúm A_text_0006,1,1.0,cúm a_text_0006,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0118"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""cúm A_text_0006"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""cúm A_text_0004"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""sốt xuất huyết dengue_text_0173"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""LÂM SÀNG KHỚP, NHỨC HAI 4. XUẤT HUYẾT NIÊM 3. SUY HÔ HẤP."", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 64, ""page_end"": 64, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh viêm gan virus c_text_0030"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}]",1,retrieval_hit
Q075,SỐT XUẤT HUYẾT DENGUE,definition,easy,Vai trò của điều dưỡng trong tư vấn bà mẹ là gì?,"Nhiệm vụ của điều dưỡng trong tư vấn bà mẹ bao gồm giáo dục sức khỏe về sốt xuất huyết Dengue cho bà mẹ, giải thích, động viên, tạo niềm tin cho thân nhân người bệnh để an tâm điều trị.",answer_from_context,sốt xuất huyết dengue_text_0274,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0274,1,1.0,sốt xuất huyết dengue_text_0274,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0274"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 101, ""page_end"": 101, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0276"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 101, ""page_end"": 101, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0275"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 101, ""page_end"": 101, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh viêm gan virus c_text_0046"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ DAA"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 20, ""page_end"": 20, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0005"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN VÀ ĐIỀU TRỊ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}]",1,retrieval_hit
Q081,BỆNH DO VIRUS CORONA HAY COVID 19,definition,easy,Cái gì là MERS-CoV?,"MERS-CoV là vi rút corona gây hội chứng hô hấp vùng Trung Đông, thuộc giống betacorronavirus, có vật chất di truyền là ARN sợi đơn.",answer_from_context,bệnh do virus corona hay covid-19_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0004,1,1.0,bệnh do virus corona hay covid-19_text_0004,"[{""rank"": 1, ""chunk_id"": ""cúm A_text_0004"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0118"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0004"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh viêm gan virus c_text_0053"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""DỰ PHÒNG LÂY TRUYỀN HCV TỪ MẸ SANG CON"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 23, ""page_end"": 23, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""viêm gan virus b_text_0020"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}]",1,retrieval_hit
Q083,DỊCH CÚM A,definition,easy,"Cơ số dự trữ quốc gia về trang thiết bị, thuốc, vật tư, hoá chất và phương tiện bảo hộ bao gồm những gì?","Cơ số dự trữ quốc gia bao gồm trang thiết bị, thuốc, vật tư, hoá chất và phương tiện bảo hộ.",answer_from_context,dịch cúm A_text_0040,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0040,1,1.0,dịch cúm a_text_0040,"[{""rank"": 1, ""chunk_id"": ""dịch cúm A_text_0040"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 11, ""page_end"": 11, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""dịch cúm A_text_0031"", ""disease"": ""DỊCH CÚM A"", ""section_title"": ""KHUYẾN CÁO PHÒNG CHỐNG DỊCH CHO PHÙ HỢP VỚI CÁC ĐỐI TƯỢNG NGUY CƠ."", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 9, ""page_end"": 9, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""dịch cúm A_text_0042"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 12, ""page_end"": 12, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""dịch cúm A_text_0053"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 17, ""page_end"": 17, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0006"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN VÀ ĐIỀU TRỊ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}]",1,retrieval_hit
Q085,BỆNH VIÊM GAN VIRUS C,definition,easy,Nữ giới nào không nên sử dụng phác đồ có ribavirin (RBV) trong điều trị viêm gan vi rút C?,"Phụ nữ có thai hoặc không muốn dùng các biện pháp tránh thai, phụ nữ đang cho con bú.",answer_from_context,bệnh viêm gan virus c_text_0025,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0025,1,1.0,bệnh viêm gan virus c_text_0025,"[{""rank"": 1, ""chunk_id"": ""bệnh viêm gan virus c_text_0025"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": """", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh viêm gan virus c_text_0029"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh viêm gan virus c_text_0030"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0050"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ HỖ TRỢ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 24, ""page_end"": 24, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""viêm gan virus b_text_0014"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""ĐIỀU TRỊ CHO MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}]",1,retrieval_hit
Q088,BỆNH DO VIRUS CORONA HAY COVID 19,definition,easy,Các hóa chất nào được sử dụng để khử khuẩn tử thi?,"Các hóa chất Chloramin B, Formalin được sử dụng để khử khuẩn tử thi.",answer_from_context,bệnh do virus corona hay covid-19_text_0021,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0021,1,1.0,bệnh do virus corona hay covid-19_text_0021,"[{""rank"": 1, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0020"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0021"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0111"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ CỤ THỂ A. BỒI PHỤ NƯỚC ĐIỆN GIẢI"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 46, ""page_end"": 46, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""sốt xuất huyết dengue_text_0191"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ SXHD THEO PHÂN ĐỘ"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 72, ""page_end"": 72, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""viêm gan virus b_text_0015"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""ĐIỀU TRỊ CHO MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 6, ""page_end"": 6, ""content_type"": ""text""}]",1,retrieval_hit
Q089,TRUYEN NHIEM 1,definition,easy,Vi khuẩn Haemophilus Influenzae có liên quan đến bệnh nào không?,CONTEXT không đề cập đến vi khuẩn Haemophilus Influenzae gây ra bệnh cụ thể.,answer_from_context,Truyen-nhiem-1_text_0013,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0013,1,1.0,truyen-nhiem-1_text_0013,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0195"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 79, ""page_end"": 79, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0106"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG A. THỜI KỲ Ủ BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 44, ""page_end"": 44, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh sởi_text_0032"", ""disease"": ""BỆNH SỞI"", ""section_title"": ""ĐIỀU TRỊ BỆNH SỞI CÓ BIẾN CHỨNG"", ""source_file"": ""bệnh sởi.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0013"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": """", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 11, ""page_end"": 11, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0133"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 55, ""page_end"": 55, ""content_type"": ""text""}]",1,retrieval_hit
